index,GHO (CODE),GHO (DISPLAY),GHO (URL),DATASOURCE (CODE),DATASOURCE (DISPLAY),DATASOURCE (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),EDUCATIONLEVEL (CODE),EDUCATIONLEVEL (DISPLAY),EDUCATIONLEVEL (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),RESIDENCEAREATYPE (CODE),RESIDENCEAREATYPE (DISPLAY),RESIDENCEAREATYPE (URL),WEALTHQUINTILE (CODE),WEALTHQUINTILE (DISPLAY),WEALTHQUINTILE (URL),DHSMICSGEOREGION (CODE),DHSMICSGEOREGION (DISPLAY),DHSMICSGEOREGION (URL),WEALTHDECILE (CODE),WEALTHDECILE (DISPLAY),WEALTHDECILE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2058,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,48.5 [39.9-57.2],48.50802,39.87717,57.22878,,,
2059,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,54.9 [45.7-63.8],54.89838,45.69584,63.77762,,,
2060,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,55.8 [47.1-64.2],55.82576,47.05245,64.24989,,,
2061,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,73.0 [63.0-81.1],73.00314,62.96439,81.13605,,,
2062,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,68.6 [58.8-76.9],68.56450,58.82292,76.90624,,,
2063,vpolio,Polio immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3339,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,81.4 [70.8-88.7],81.38799,70.84357,88.72589,,,
2064,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,1998.0,1998,,EUR,1998,1998,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,4.1 [2.6-6.3],4.08572,2.64958,6.2503,,,
2065,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,93.2 [90.5-95.1],93.15632,90.49686,95.11173,,,
2066,anc15,Antenatal care coverage - at least one visit (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3324,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,98.2 [96.8-99.0],98.19242,96.78236,98.991,,,
2067,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,17.5 [13.7-22.0],17.45431,13.67576,22.01067,,,
2068,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,40.5 [35.3-45.8],40.47289,35.33353,45.82999,,,
2069,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,42.1 [35.9-48.7],42.12106,35.85334,48.65341,,,
2070,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,49.2 [43.0-55.3],49.16587,43.04424,55.31262,,,
2071,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,55.0 [47.5-62.2],54.96915,47.48352,62.23636,,,
2072,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,55.1 [48.4-61.7],55.13686,48.38685,61.7028,,,
2073,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,31.7 [28.6-34.9],31.66158,28.60673,34.88326,,,
2074,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,31.5 [26.3-37.2],31.47218,26.25707,37.20057,,,
2075,csection,Births by caesarean section (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,49.5 [43.5-55.6],49.53974,43.52243,55.57042,,,
2076,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,7.8 [5.8-10.4],7.77264,5.75986,10.41107,,,
2077,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,12.7 [10.4-15.5],12.74864,10.39976,15.53605,,,
2078,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2079,overwgt5,Overweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5594,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2080,overwgt5,Overweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/5594,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2081,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,60.4 [54.5-66.0],60.39029,54.505,65.98932,,,
2082,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,79.8 [75.1-83.8],79.77585,75.10114,83.76264,,,
2083,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,92.4 [88.5-95.0],92.36114,88.46811,95.014,,,
2084,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2085,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2086,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2087,stunt5,Stunting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3328,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2088,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2089,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2090,uwgt5,Underweight prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3329,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2091,vbcg,BCG immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3325,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,68.8 [60.8-75.8],68.81532,60.84474,75.80848,,,
2092,vfull,Full immunization coverage among one-year-olds (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3317,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,70.6 [60.6-78.9],70.58247,60.5735,78.93418,,,
2093,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2094,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2095,vita,Children aged 6-59 months who received vitamin A supplementation (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3332,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2096,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2097,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2098,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2099,wast5,Wasting prevalence in children aged < 5 years (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4488,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2003.0,2003,,EUR,2003,2003,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2100,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2101,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2102,anc4,Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2103,anc45,Antenatal care coverage - at least four visits (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3323,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2104,bfearly,Early initiation of breastfeeding (in the two years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3336,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2105,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2106,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2107,bmi30wm,"Obesity prevalence in non-pregnant women aged 15-49 years, BMI >= 30 (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3319,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2108,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2109,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2110,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2111,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2112,cpmowho,Contraceptive prevalence - use of modern methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3334,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2113,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2114,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2115,csection5,Births by caesarean section (in the five years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3326,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2116,fps,Demand for family planning satisfied - use of modern and traditional methods (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3321,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2117,itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ1,Q1 (Poorest),,,,,,,,No data,,,,,,Not available.
2118,itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2119,itnch,Children aged < 5 years sleeping under insecticide-treated nets (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3327,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2120,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ2,Q2,,,,,,,,No data,,,,,,Not available.
2121,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2122,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2123,ors,Children aged < 5 years with diarrhoea receiving oral rehydration salts (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4490,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
2124,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ3,Q3,,,,,,,,No data,,,,,,Not available.
2125,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ4,Q4,,,,,,,,No data,,,,,,Not available.
2126,sba,Births attended by skilled health personnel (in the two or three years preceding the survey) (%),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/3343,EQ_DHS,DHS,http://dhsprogram.com/,PUBLISHED,Published,,2008.0,2008,,EUR,2008,2008,Europe,,TUR,Turkey,,,,,,,,,,,,,,WQ5,Q5 (Richest),,,,,,,,No data,,,,,,Not available.
