index,GHO (CODE),GHO (DISPLAY),GHO (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),REGION (DISPLAY),REGION (URL),COUNTRY (CODE),STARTYEAR,ENDYEAR,COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
2345,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,16.0 [14.9-17.2],16.01788,14.85755,17.15106,,,
2346,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,16.5 [16.0-17.1],16.54143,15.95425,17.12876,,,
2347,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,16.6 [16.0-17.1],16.57652,16.02284,17.13487,,,
2348,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,16.6 [16.1-17.2],16.61574,16.08188,17.15318,,,
2349,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,YEARS05-09,5-9 years,,FMLE,Female,,,,,16.7 [16.1-17.2],16.65999,16.13653,17.17909,,,
2350,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,19.0 [16.8-21.2],18.95921,16.77631,21.20156,,,
2351,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,19.0 [17.0-21.2],19.01175,16.95472,21.15037,,,
2352,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,19.1 [17.1-21.1],19.06328,17.10067,21.08806,,,
2353,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,19.1 [17.3-21.0],19.11345,17.27007,21.03516,,,
2354,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.0 [19.0-21.0],19.99960,19.01731,21.00806,,,
2355,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.1 [19.1-21.0],20.06272,19.11995,21.03528,,,
2356,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.1 [19.2-21.0],20.12474,19.20312,21.0495,,,
2357,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.2 [19.3-21.1],20.18574,19.30056,21.05798,,,
2358,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.7 [20.3-21.1],20.68894,20.27388,21.09871,,,
2359,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.7 [20.3-21.1],20.71675,20.30206,21.11458,,,
2360,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.8 [20.3-21.2],20.75335,20.32629,21.16781,,,
2361,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.8 [20.3-21.2],20.79687,20.34092,21.23693,,,
2362,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,YEARS10-19,10-19 years,,FMLE,Female,,,,,20.8 [20.4-21.3],20.84697,20.35856,21.32721,,,
2363,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,16.6 [14.7-18.6],16.63576,14.65621,18.60557,,,
2364,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,16.7 [14.9-18.5],16.69272,14.8528,18.54035,,,
2365,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,16.8 [15.0-18.5],16.75004,15.02614,18.50032,,,
2366,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,16.8 [15.2-18.5],16.80707,15.17104,18.47091,,,
2367,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.0 [17.0-19.0],17.96639,16.96678,19.00534,,,
2368,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.1 [17.1-19.1],18.06293,17.10602,19.07277,,,
2369,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.2 [17.2-19.1],18.15710,17.22348,19.1407,,,
2370,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,18.2 [17.4-19.2],18.24923,17.35004,19.19677,,,
2371,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.1 [18.8-19.5],19.14161,18.75082,19.5191,,,
2372,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.2 [18.9-19.6],19.20757,18.85223,19.55494,,,
2373,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.3 [18.9-19.6],19.27768,18.94883,19.60098,,,
2374,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.3 [19.0-19.7],19.34816,19.014,19.67321,,,
2375,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,YEARS05-19,5-19  years,,MLE,Male,,,,,19.4 [19.0-19.8],19.41882,19.03807,19.79413,,,
2376,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.2 [12.1-16.2],14.18538,12.12563,16.20778,,,
2377,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.2 [12.3-16.2],14.24356,12.31644,16.15665,,,
2378,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.3 [12.5-16.1],14.30178,12.46074,16.116,,,
2379,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,14.4 [12.6-16.1],14.35972,12.60523,16.0781,,,
2380,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.4 [14.2-16.6],15.37958,14.21065,16.6022,,,
2381,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.5 [14.3-16.6],15.45452,14.32068,16.6407,,,
2382,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.5 [14.4-16.7],15.52918,14.42306,16.69402,,,
2383,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,15.6 [14.5-16.7],15.60403,14.49755,16.74556,,,
2384,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.5 [15.9-17.1],16.49128,15.89605,17.1084,,,
2385,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.6 [16.0-17.1],16.55299,16.00668,17.11152,,,
2386,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.6 [16.1-17.1],16.61722,16.10914,17.12346,,,
2387,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.7 [16.2-17.2],16.68022,16.19799,17.1575,,,
2388,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,YEARS05-09,5-9 years,,MLE,Male,,,,,16.7 [16.3-17.2],16.74283,16.26804,17.21405,,,
2389,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1976.0,1976,,EUR,Europe,,TUR,1976,1976,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,18.1 [16.1-20.1],18.11505,16.13483,20.10633,,,
2390,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1977.0,1977,,EUR,Europe,,TUR,1977,1977,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,18.2 [16.3-20.1],18.17601,16.30984,20.07011,,,
2391,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1978.0,1978,,EUR,Europe,,TUR,1978,1978,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,18.2 [16.5-20.0],18.23726,16.47409,19.99738,,,
2392,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1979.0,1979,,EUR,Europe,,TUR,1979,1979,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,18.3 [16.6-20.0],18.29733,16.62189,19.96997,,,
2393,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1993.0,1993,,EUR,Europe,,TUR,1993,1993,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.3 [18.4-20.3],19.34058,18.36479,20.34132,,,
2394,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1994.0,1994,,EUR,Europe,,TUR,1994,1994,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.4 [18.5-20.4],19.42314,18.47805,20.39901,,,
2395,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1995.0,1995,,EUR,Europe,,TUR,1995,1995,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.5 [18.6-20.4],19.50603,18.59517,20.44771,,,
2396,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,1996.0,1996,,EUR,Europe,,TUR,1996,1996,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,19.6 [18.7-20.5],19.58978,18.70179,20.4895,,,
2397,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2009.0,2009,,EUR,Europe,,TUR,2009,2009,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.5 [20.1-20.9],20.48821,20.0924,20.87866,,,
2398,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2010.0,2010,,EUR,Europe,,TUR,2010,2010,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.5 [20.2-20.9],20.54845,20.17337,20.92431,,,
2399,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2011.0,2011,,EUR,Europe,,TUR,2011,2011,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.6 [20.2-21.0],20.61460,20.23178,20.99214,,,
2400,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2012.0,2012,,EUR,Europe,,TUR,2012,2012,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.7 [20.3-21.1],20.68240,20.27241,21.09682,,,
2401,NCD_BMI_MEANC,Mean BMI (kg/m&#xb2;) (crude estimate),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/2388,PUBLISHED,Published,,2013.0,2013,,EUR,Europe,,TUR,2013,2013,Turkey,,YEARS10-19,10-19 years,,MLE,Male,,,,,20.8 [20.3-21.2],20.75139,20.28131,21.22039,,,
2402,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,7.8 [4.8-11.7],7.80000,4.8,11.7,,,
2403,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,8.4 [5.3-12.4],8.40000,5.3,12.4,,,
2404,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,9.0 [5.8-13.1],9.00000,5.8,13.1,,,
2405,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,9.7 [6.3-13.8],9.70000,6.3,13.8,,,
2406,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,18.6 [14.1-23.8],18.60000,14.1,23.8,,,
2407,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,19.3 [14.7-24.6],19.30000,14.7,24.6,,,
2408,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,20.0 [15.4-25.3],20.00000,15.4,25.3,,,
2409,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,20.7 [16.1-26.0],20.70000,16.1,26.0,,,
2410,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2004.0,2004,,EUR,Europe,,TUR,2004,2004,Turkey,,YEARS05-19,5-19  years,,BTSX,Both sexes,,,,,21.4 [16.7-26.9],21.40000,16.7,26.9,,,
2411,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1984.0,1984,,EUR,Europe,,TUR,1984,1984,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,8.4 [4.8-13.3],8.40000,4.8,13.3,,,
2412,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1985.0,1985,,EUR,Europe,,TUR,1985,1985,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,9.0 [5.3-14.0],9.00000,5.3,14.0,,,
2413,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1986.0,1986,,EUR,Europe,,TUR,1986,1986,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,9.7 [5.9-14.8],9.70000,5.9,14.8,,,
2414,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,1987.0,1987,,EUR,Europe,,TUR,1987,1987,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,10.5 [6.5-15.6],10.50000,6.5,15.6,,,
2415,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2000.0,2000,,EUR,Europe,,TUR,2000,2000,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,20.7 [14.8-27.7],20.70000,14.8,27.7,,,
2416,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2001.0,2001,,EUR,Europe,,TUR,2001,2001,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,21.5 [15.5-28.5],21.50000,15.5,28.5,,,
2417,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2002.0,2002,,EUR,Europe,,TUR,2002,2002,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,22.3 [16.2-29.4],22.30000,16.2,29.4,,,
2418,NCD_BMI_PLUS1C,"Prevalence of overweight among children and adolescents, BMI > +1 standard deviations above the median (crude estimate) (%)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/4806,PUBLISHED,Published,,2003.0,2003,,EUR,Europe,,TUR,2003,2003,Turkey,,YEARS05-09,5-9 years,,BTSX,Both sexes,,,,,23.0 [17.0-30.3],23.00000,17.0,30.3,,,
